OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
595883,"10301 FALLS OF NEUSE RD RALEIGH, NC 27601",EM JOHNSON WATER PLANT                  ,               ,2015-08-01 20:53:00,2015-08-01 21:06:00,2015-08-01 20:48:00,0,15-0023337,700,False alarm or false call Other,C,22,-78.595688999762,35.913119000285214
595884,"12513 HARCOURT DR RALEIGH, NC 27601",                                        ,               ,2015-08-01 17:54:00,2015-08-01 19:30:00,2015-08-01 17:49:00,0,15-0023321,412,Gas leak (natural gas or LPG),C,29,-78.74247099978341,35.93166400035671
595885,"419 GLENWOOD AVE RALEIGH, NC 27601",SOLAS                                   ,               ,2015-08-14 13:01:00,2015-08-14 13:27:00,2015-08-14 12:57:00,0,15-0024751,745,Alarm system activation no fire - unintentional,C,1,-78.6473229998732,35.785533999962226
595886,"717 CHAPPELL DR RALEIGH, NC 27601",                                        ,E              ,2015-08-11 22:20:00,2015-08-11 22:40:00,2015-08-11 22:15:00,0,15-0024466,445,Arcing shorted electrical equipment,B,20,-78.6830930000019,35.77007899994962
595887,"2414 WYCLIFF RD RALEIGH, NC 27601",                                        ,               ,2015-08-16 18:55:00,2015-08-16 19:09:00,2015-08-16 18:52:00,0,15-0025003,622,No Incident found on arrival at dispatch address,B,14,-78.69371499972158,35.817417999863565
595889,"707 COLEMAN ST RALEIGH, NC 27601",                                        ,               ,2015-08-27 03:18:00,2015-08-27 03:28:00,2015-08-27 03:13:00,0,15-0026171,412,Gas leak (natural gas or LPG),A,3,-78.62242499970947,35.77014800014366
595890,"316 FAYETTEVILLE ST RALEIGH, NC 27601",WAKE CO COURTHOUSE                      ,               ,2015-08-19 21:41:00,2015-08-19 21:51:00,2015-08-19 21:38:00,0,15-0025333,622,No Incident found on arrival at dispatch address,C,1,-78.63931100041431,35.77670700035192
595891,"2101 HARROD ST RALEIGH, NC 27601",ESCALADE SPORTS PLAYGROUND              ,               ,2015-08-20 10:12:00,2015-08-20 10:31:00,2015-08-20 10:06:00,0,15-0025374,730,System malfunction Other,C,11,-78.60311100011535,35.839968999857774
595892,"4808 WESTMINSTER DR RALEIGH, NC 27601",                                        ,               ,2015-08-18 23:43:00,2015-08-18 23:47:00,2015-08-18 23:40:00,0,15-9022105,743,Smoke detector activation no fire - unintentional,B,27,-78.54832899961802,35.83353100005235
595893,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,               ,2015-08-12 23:10:00,2015-08-12 23:17:00,2015-08-12 23:09:00,0,15-0024570,745,Alarm system activation no fire - unintentional,C,1,-78.64728400041348,35.786365999830295
595894,"6813 VALLEY DR RALEIGH, NC 27601",                                        ,               ,2015-08-09 00:17:00,2015-08-09 00:22:00,2015-08-09 00:11:00,0,15-0024156,554,Assist invalid,A,18,-78.67438600005882,35.8751769998051
595896,"4821 CAPITAL BLVD RALEIGH, NC 27601",CARRABBAS RA                            ,               ,2015-08-25 14:18:00,2015-08-25 14:32:00,2015-08-25 14:13:00,0,15-0025986,745,Alarm system activation no fire - unintentional,B,19,-78.58070199983851,35.850329999907764
595898,"2219 LYNDHURST DR RALEIGH, NC 27601",THOMPSON RESD                           ,               ,2015-08-18 23:39:00,2015-08-18 23:50:00,2015-08-18 23:36:00,0,15-0025246,531,Smoke or odor removal,B,10,-78.61470500032863,35.750524999860026
595900,"508 MARLOWE RD RALEIGH, NC 27609",                                        ,               ,2015-08-26 04:22:00,2015-08-26 04:59:00,2015-08-26 04:16:00,0,15-0026053,531,Smoke or odor removal,B,9,-78.64358100018359,35.82593599994328
595901,"3815 BONNEVILLE CT RALEIGH, NC 27601",BRENTWOOD EAST APTS                     ,A              ,2015-08-19 17:08:00,2015-08-19 17:52:00,2015-08-19 17:03:00,0,15-0025307,422,Chemical spill or leak,C,11,-78.59675499996696,35.83678500031672
595902,"5199 HILLSBOROUGH ST RALEIGH, NC 27601",                                        ,               ,2015-08-24 09:21:00,2015-08-24 10:20:00,2015-08-24 09:16:00,0,15-9022590,112,Fires in structure other than in a building,C,8,-78.7131110002298,35.791644999884646
595903,"14460 FALLS OF NEUSE RD RALEIGH, NC 27603",KROGER RA                               ,145,2015-08-17 07:56:00,2015-08-17 08:10:00,2015-08-17 07:49:00,0,15-0025054,735,Alarm system sounded due to malfunction,B,25,-78.54369300015087,35.94564400019193
595904,"1424 S BLOODWORTH ST RALEIGH, NC 27601",RALEIGH SUPPLY ROOFING                  ,               ,2015-08-23 17:54:00,2015-08-23 17:59:00,2015-08-23 17:49:00,0,15-0025751,500,Service Call other,C,10,-78.6341429997713,35.76287600027398
595905,"408 N PERSON ST RALEIGH, NC 27601",                                        ,               ,2015-08-25 21:00:00,2015-08-25 21:12:00,2015-08-25 20:57:00,0,15-0026022,440,Electrical  wiring/equipment problem Other,B,3,-78.63457700013956,35.78507499964278
595906,"1107 WAKE FOREST RD RALEIGH, NC 27601",                                        ,               ,2015-08-03 12:34:00,2015-08-03 12:37:00,2015-08-03 12:30:00,0,15-0023522,745,Alarm system activation no fire - unintentional,C,7,-78.63201200008466,35.79327199970627
595907,"11 W JONES ST RALEIGH, NC 27601",NC MUSEUM OF NATURAL SCIENCES           ,               ,2015-08-18 13:44:00,2015-08-18 13:58:00,2015-08-18 13:41:00,0,15-0025186,733,Smoke detector activation due to malfunction,B,1,-78.63946899969976,35.782564999655946
595908,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,               ,2015-08-13 09:46:00,2015-08-13 09:48:00,2015-08-13 09:42:00,0,15-0024617,745,Alarm system activation no fire - unintentional,C,1,-78.64728400041348,35.786365999830295
595909,"506 N BOUNDARY ST RALEIGH, NC 27601",                                        ,               ,2015-08-08 21:34:00,2015-08-08 21:45:00,2015-08-08 21:30:00,0,15-0024143,550,Public service assistance Other,A,3,-78.63144700019512,35.7880059999082
595910,"802 SEMART DR RALEIGH, NC 27601",TRADEMARK PROPERTIES                    ,               ,2015-08-21 00:26:00,2015-08-21 00:34:00,2015-08-21 00:21:00,0,15-0025459,730,System malfunction Other,B,3,-78.6401330002218,35.790110000034254
595911,"5408 CREEK RIDGE LN RALEIGH, NC 27606",                                        ,R              ,2015-08-13 01:19:00,2015-08-13 01:30:00,2015-08-13 01:12:00,0,15-0024583,400,Hazardous condition Other,C,8,-78.7341129998198,35.80544200031505
595912,"328 NORTHWOOD DR RALEIGH, NC 27609",                                        ,               ,2015-08-30 23:38:00,2015-08-30 23:45:00,2015-08-30 23:34:00,0,15-0026556,151,Outside rubbish trash or waste fire,C,9,-78.6401340000467,35.84757000016747
595913,"2770 WOLF VILLAGE WAY RALEIGH, NC 27601",NCSU WOLF VILLAGE A                     ,               ,2015-08-17 09:12:00,2015-08-17 09:25:00,2015-08-17 09:10:00,0,15-0025057,730,System malfunction Other,B,8,-78.68617199989275,35.787120999992815
595914,"4209 WAKE FOREST RD RALEIGH, NC 27601",TGI FRIDAYS RA                          ,               ,2015-08-09 04:55:00,2015-08-09 05:37:00,2015-08-09 04:49:00,0,15-0024175,131,Passenger vehicle fire,A,15,-78.61277100028545,35.83793499967329
595915,"510 GLENWOOD AVE RALEIGH, NC 27601",TRADEMARK PROPERTIES                    ,               ,2015-08-13 23:00:00,2015-08-13 23:07:00,2015-08-13 22:55:00,0,15-0024705,710,Malicious mischievous false call Other,A,1,-78.64728299969025,35.786387999764685
595916,"118 S PERSON ST RALEIGH, NC 27601",VINTAGE CHURCH                          ,               ,2015-08-29 18:23:00,2015-08-29 18:35:00,2015-08-29 18:21:00,0,15-0026442,733,Smoke detector activation due to malfunction,B,3,-78.6349160000733,35.77880200026053
595917,"7000 BEAVERWOOD DR RALEIGH, NC 27601",                                        ,               ,2015-08-17 18:51:00,2015-08-17 18:55:00,2015-08-17 18:47:00,0,15-0025108,622,No Incident found on arrival at dispatch address,A,19,-78.55134999978252,35.87380400006885
595919,"4809 ARBOR CHASE DR RALEIGH, NC 27601",                                        ,               ,2015-08-26 21:20:00,2015-08-26 21:24:00,2015-08-26 21:15:00,0,15-0026127,743,Smoke detector activation no fire - unintentional,A,27,-78.55920499978089,35.834637999814326
595920,"2412 MEMORY RIDGE DR RALEIGH, NC 27601",                                        ,               ,2015-08-05 10:19:00,2015-08-05 10:32:00,2015-08-05 10:13:00,0,15-0023756,743,Smoke detector activation no fire - unintentional,A,20,-78.72840100010195,35.747269000096495
595921,"1751 BEACON BLUFF ST RALEIGH, NC 27601",                                        ,               ,2015-08-25 09:48:00,2015-08-25 10:11:00,2015-08-25 09:46:00,0,15-0025958,736,CO detector activation due to malfunction,A,21,-78.56843499978068,35.80475699969485
595922,"3019 FALSTAFF RD RALEIGH, NC 27601",HOLLY HILL CHARTER                      ,               ,2015-08-05 18:41:00,2015-08-05 18:54:00,2015-08-05 18:38:00,0,15-0023804,745,Alarm system activation no fire - unintentional,C,12,-78.58392899986737,35.782177999924826
595923,"1130 FALLS RIVER AVE RALEIGH, NC 27601",FALLS RIVER CT MEMORY CARE              ,               ,2015-08-07 20:01:00,2015-08-07 20:12:00,2015-08-07 19:56:00,0,15-0024028,733,Smoke detector activation due to malfunction,B,22,-78.58798799974944,35.90662999988396
595924,"10716 GOLF LINK DR RALEIGH, NC 27603",                                        ,               ,2015-08-01 12:31:00,2015-08-01 12:38:00,2015-08-01 12:22:00,0,15-0023294,700,False alarm or false call Other,C,24,-78.79781599962213,35.90891299967821
595925,"815 HOLT DR RALEIGH, NC 27601",PREISS RESIDENCE                        ,               ,2015-08-16 20:56:00,2015-08-16 21:08:00,2015-08-16 20:51:00,0,15-0025016,733,Smoke detector activation due to malfunction,B,6,-78.64695299997736,35.80147199972005
595926,"2906 GRANT AVE RALEIGH, NC 27608",                                        ,               ,2015-08-23 18:45:00,2015-08-23 18:47:00,2015-08-23 18:40:00,0,15-0025758,744,Detector activation no fire - unintentional,C,6,-78.67243000027436,35.802716999995
595927,"1720 BRIARFOREST PL RALEIGH, NC 27601",DULEY RESIDENCE                         ,               ,2015-08-28 21:10:00,2015-08-28 21:12:00,2015-08-28 21:07:00,0,15-0026347,740,Unintentional transmission of alarm Other,C,15,-78.60942700008074,35.86902699987362
595929,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,707,2015-08-15 06:26:00,2015-08-15 06:59:00,2015-08-15 06:22:00,0,15-0024853,700,False alarm or false call Other,C,5,-78.64728400041348,35.786365999830295
595930,"3908 ARROW DR RALEIGH, NC 27601",COURTYARD CRABTREE                      ,               ,2015-08-06 04:40:00,2015-08-06 04:47:00,2015-08-06 04:34:00,0,15-0023867,743,Smoke detector activation no fire - unintentional,C,16,-78.6742990000202,35.834842999720685
595932,"6209 GLENWOOD AVE RALEIGH, NC 27601",COMFORT INN RA                          ,               ,2015-08-09 16:55:00,2015-08-09 17:03:00,2015-08-09 16:52:00,0,15-0024225,745,Alarm system activation no fire - unintentional,B,17,-78.70366699996973,35.856800999707325
595933,"2409 DUNBROOK CT RALEIGH, NC 27601",                                        ,               ,2015-08-07 05:29:00,2015-08-07 05:37:00,2015-08-07 05:23:00,0,15-0023982,700,False alarm or false call Other,A,21,-78.56211399979243,35.815092999762825
595934,"410 S WILMINGTON ST RALEIGH, NC 27601",PROGRESS ENERGY BUILDING                ,               ,2015-08-09 01:28:00,2015-08-09 01:38:00,2015-08-09 01:25:00,0,15-0024162,744,Detector activation no fire - unintentional,A,1,-78.6384229995863,35.77487100013548
595935,"516 DENNIS AVE RALEIGH, NC 27601",LIONS PARK                              ,               ,2015-08-30 15:51:00,2015-08-30 16:18:00,2015-08-30 15:49:00,0,15-0026522,551,Assist police or other governmental agency,C,7,-78.61499599968344,35.798520999748185
595936,"9600 FALLS OF NEUSE RD RALEIGH, NC 27601",HARRIS TEETER RA                        ,               ,2015-08-31 23:26:00,2015-08-31 23:29:00,2015-08-31 23:22:00,0,15-0026674,730,System malfunction Other,A,22,-78.60229699980549,35.90567599970873
595937,"4909 WESTERN BLVD RALEIGH, NC 27606",WESTERN PROFESSIONAL CTR                ,               ,2015-08-06 22:05:00,2015-08-06 22:07:00,2015-08-06 22:04:00,0,15-0023953,500,Service Call other,A,8,-78.70785800009628,35.78632000034533
595940,"2825 S WILMINGTON ST RALEIGH, NC 27601",VICTORY CHURCH                          ,               ,2015-08-23 18:44:00,2015-08-23 19:11:00,2015-08-23 18:38:00,0,15-0025757,141,Forest woods or wildland fire,C,10,-78.64727799966738,35.74298399974719
595943,"3008 CALVARY DR RALEIGH, NC 27601",TRESTLES APTS                           ,               ,2015-08-03 20:26:00,2015-08-03 20:45:00,2015-08-03 20:22:00,0,15-0023587,130,Mobile property (vehicle) fire Other,C,19,-78.58649899994518,35.84548599971693
595944,"929 SHELLBROOK CT RALEIGH, NC 27601",                                        ,               ,2015-08-22 16:55:00,2015-08-22 17:09:00,2015-08-22 16:50:00,0,15-0025616,154,Dumpster or other outside trash receptacle fire,A,16,-78.65135199961804,35.858175000263536
595945,"2000 VILLAGE BLUFF PL RALEIGH, NC 27601",VILLAGE GREEN APTS                      ,               ,2015-08-19 01:59:00,2015-08-19 03:04:00,2015-08-19 01:53:00,0,15-0025258,735,Alarm system sounded due to malfunction,B,2,-78.6667739997347,35.75377200014565
595946,"731 GATEWAY PARK DR RALEIGH, NC 27601",RUTH WILSON RESD                        ,106,2015-08-24 17:09:00,2015-08-24 17:14:00,2015-08-24 17:05:00,0,15-0025865,745,Alarm system activation no fire - unintentional,A,1,-78.64725699975098,35.76967999984003
595948,"2908 GLENANNEVE PL RALEIGH, NC 27601",                                        ,               ,2015-08-17 19:21:00,2015-08-17 19:24:00,2015-08-17 19:17:00,0,15-0025113,733,Smoke detector activation due to malfunction,A,6,-78.65854999966537,35.815706999867906
595950,"828 ELKHART DR RALEIGH, NC 27601",                                        ,               ,2015-08-16 12:17:00,2015-08-16 12:22:00,2015-08-16 12:13:00,0,15-0024972,745,Alarm system activation no fire - unintentional,B,10,-78.62413899964461,35.74767000017376
595951,"4814 SIX FORKS RD RALEIGH, NC 27601",NORTH FORKS                             ,               ,2015-08-03 17:57:00,2015-08-03 17:57:00,2015-08-03 17:44:00,0,15-0023563,740,Unintentional transmission of alarm Other,C,9,-78.6442089998223,35.84607900025906
595952,"5101 CAPITAL BLVD RALEIGH, NC 27601",BP GAS STATION                          ,               ,2015-08-10 01:38:00,2015-08-10 01:53:00,2015-08-10 01:35:00,0,15-0024267,154,Dumpster or other outside trash receptacle fire,B,19,-78.58120099960581,35.855164000293996
595953,"9600 FALLS OF NEUSE RD RALEIGH, NC 27603",HARRIS TEETER RA                        ,               ,2015-08-29 13:22:00,2015-08-29 13:51:00,2015-08-29 13:16:00,0,15-0026417,741,Sprinkler activation no fire - unintentional,B,22,-78.60229699980549,35.90567599970873
595954,"4821 PINE DR RALEIGH, NC 27601",MONTAGUE                                ,               ,2015-08-06 21:15:00,2015-08-06 22:10:00,2015-08-06 21:12:00,0,15-9020957,113,Cooking fire confined to container,A,27,-78.52771700001533,35.84450099968467
595956,"517 LANSING ST RALEIGH, NC 27601",                                        ,               ,2015-08-09 18:07:00,2015-08-09 18:09:00,2015-08-09 18:02:00,0,15-0024237,700,False alarm or false call Other,B,7,-78.61099600025094,35.77243700034366
595957,"5305 OPORTO CT RALEIGH, NC 27603",                                        ,               ,2015-08-01 21:44:00,2015-08-01 21:54:00,2015-08-01 21:32:00,0,15-0023344,511,Lock-out,C,26,-78.54923099979142,35.76337599968411
595960,"4817 REMBERT DR RALEIGH, NC 27601",                                        ,               ,2015-08-19 08:39:00,2015-08-19 09:05:00,2015-08-19 08:34:00,0,15-0025274,733,Smoke detector activation due to malfunction,B,17,-78.6886569995817,35.851654999678686
595961,"4913 COOLRIDGE CT RALEIGH, NC 27601",                                        ,B              ,2015-08-26 02:50:00,2015-08-26 03:17:00,2015-08-26 02:46:00,0,15-0026050,743,Smoke detector activation no fire - unintentional,B,19,-78.57240599979919,35.852839000072215
595962,"1606 SYCAMORE DR GARNER, NC 27601",                                        ,               ,2015-08-05 00:00:00,2015-08-05 00:30:00,2015-08-04 23:45:00,0,15-9020787,551,Assist police or other governmental agency,A,2,-78.6281649999147,35.69460500021471
595963,"1112 FORMAL GARDEN WAY RALEIGH, NC 27603",                                        ,               ,2015-08-23 08:42:00,2015-08-23 20:00:00,2015-08-23 08:39:00,1,15-0025704,111,Building fire,A,2,-78.65801499991309,35.739662000041626
595964,"1805 SUNVIEW ST RALEIGH, NC 27601",                                        ,               ,2015-08-31 09:04:00,2015-08-31 09:13:00,2015-08-31 08:58:00,0,15-0026583,551,Assist police or other governmental agency,C,7,-78.61014000010826,35.76874799979742
595965,"15 E PEACE ST RALEIGH, NC 27601",PEACE COLLEGE ROSS & DAVIDSON BLDG      ,               ,2015-08-20 23:39:00,2015-08-20 23:45:00,2015-08-20 23:38:00,0,15-0025453,733,Smoke detector activation due to malfunction,B,3,-78.63852200021883,35.78804700025995
595966,"421 S SALISBURY ST RALEIGH, NC 27601",SHERATON HOTEL                          ,               ,2015-08-03 13:17:00,2015-08-03 13:33:00,2015-08-03 13:13:00,0,15-0023525,745,Alarm system activation no fire - unintentional,C,1,-78.64038400029196,35.77498400017232
595968,"501 NEW BERN AVE RALEIGH, NC 27601",NEW BERN HOUSE                          ,               ,2015-08-30 21:10:00,2015-08-30 22:31:00,2015-08-30 21:07:00,0,15-0026549,420,Toxic condition Other,C,3,-78.63198600014537,35.78016299969628
595969,"1520 BLUE RIDGE RD RALEIGH, NC 27601",RAMADA INN                              ,               ,2015-08-16 12:13:00,2015-08-16 12:23:00,2015-08-16 12:09:00,0,15-0024971,745,Alarm system activation no fire - unintentional,B,14,-78.7072820003361,35.802132000057654
595970,"160 PARK & RALEIGH, NC 27601",BLACK SAPPHIRE C RALEIGH HOUSE INC      ,               ,2015-08-21 00:17:00,2015-08-21 00:54:00,2015-08-21 00:14:00,0,15-0025458,531,Smoke or odor removal,B,9,-78.63757599966449,35.765700000026655
595971,"8215 ORTIN LN RALEIGH, NC 27601",DORRIS RESIDENCE                        ,               ,2015-08-02 20:07:00,2015-08-02 20:18:00,2015-08-02 19:59:00,0,15-0023448,710,Malicious mischievous false call Other,B,17,-78.73508000029055,35.86852999993918
595972,"2516 S SAUNDERS ST RALEIGH, NC 27601",HANDEE HUGOS RA                         ,               ,2015-08-21 01:18:00,2015-08-21 02:23:00,2015-08-21 01:14:00,0,15-0025464,411,Gasoline or other flammable liquid spill,B,2,-78.64905299970191,35.7491490003059
595973,"3233 CALUMET DR RALEIGH, NC 27601",                                        ,K              ,2015-08-15 18:15:00,2015-08-15 18:36:00,2015-08-15 18:11:00,0,15-0024894,531,Smoke or odor removal,A,12,-78.58042800020216,35.78795300000872
595975,"190 FIELDSPRING LN RALEIGH, NC 27606",                                        ,12,2015-08-11 19:57:00,2015-08-11 20:24:00,2015-08-11 19:53:00,0,15-0024454,500,Service Call other,B,8,-78.72337200027444,35.78204499994193
595976,"1018 E DAVIE ST RALEIGH, NC 27601",HUNTER ELEMENTARY SCH                   ,               ,2015-08-25 13:07:00,2015-08-25 13:11:00,2015-08-25 13:03:00,0,15-0025979,553,Public service,B,3,-78.62327300035453,35.77518100007825
595977,"4413 WINGATE DR RALEIGH, NC 27609",BETWEEN 4413 AND 4409                   ,               ,2015-08-15 11:35:00,2015-08-15 12:35:00,2015-08-15 11:19:00,0,15-0024865,412,Gas leak (natural gas or LPG),A,9,-78.61914099977922,35.84241600032724
595978,"5227 LITTLE SANDY DR RALEIGH, NC 27603",                                        ,               ,2015-08-31 22:17:00,2015-08-31 22:22:00,2015-08-31 22:06:00,0,15-0026666,522,Water or steam leak,A,22,-78.55321199985565,35.889091999972464
595979,"1601 ROYAL PINES DR RALEIGH, NC 27601",MEADOWCREEK COMMONS                     ,115,2015-08-12 22:16:00,2015-08-12 22:25:00,2015-08-12 22:09:00,0,15-0024559,553,Public service,C,10,-78.61464199968113,35.76727100030266
595980,"11600 COLBERT CREEK LOOP RALEIGH, NC 27603",LEGACY AT WAKEFIELD                     ,               ,2015-08-18 11:55:00,2015-08-18 11:59:00,2015-08-18 11:48:00,0,15-0025176,743,Smoke detector activation no fire - unintentional,B,25,-78.54331999988196,35.95170700031819
595981,"404 HAYWOOD ST RALEIGH, NC 27601",                                        ,               ,2015-08-11 22:54:00,2015-08-11 22:55:00,2015-08-11 22:47:00,0,15-0024469,745,Alarm system activation no fire - unintentional,B,3,-78.62814499982322,35.774877999736084
595982,"2028 QUAIL FOREST DR RALEIGH, NC 27601",                                        ,               ,2015-08-28 08:16:00,2015-08-28 08:20:00,2015-08-28 08:09:00,0,15-0026286,611,Dispatched & cancelled en route,B,15,-78.60464000010256,35.857459999818026
595983,"9004 BREELAND WAY RALEIGH, NC 27603",                                        ,               ,2015-08-03 18:45:00,2015-08-03 18:49:00,2015-08-03 18:39:00,0,15-0023567,744,Detector activation no fire - unintentional,C,23,-78.70833799959699,35.90596499989689
595985,"3126 COXINDALE DR RALEIGH, NC 27603",BROOKSTAVER RESD                        ,               ,2015-08-19 20:36:00,2015-08-19 20:43:00,2015-08-19 20:29:00,0,15-0025324,745,Alarm system activation no fire - unintentional,C,22,-78.5912109995803,35.88937899966793
595986,"2623 SANDERFORD RD RALEIGH, NC 27601",SANDERFORD PARK                         ,               ,2015-08-05 19:26:00,2015-08-05 19:53:00,2015-08-05 19:24:00,0,15-0023810,142,Brush or brush-and-grass mixture fire,C,10,-78.6140159996922,35.74348099992219
595987,"971 HARP ST RALEIGH, NC 27601",RALEIGH HOUSING AUTHORITY               ,               ,2015-08-04 13:35:00,2015-08-04 13:47:00,2015-08-04 13:28:00,0,15-0023660,744,Detector activation no fire - unintentional,A,7,-78.63663800040437,35.79242300034842
595991,"600 ST MARYS ST RALEIGH, NC 27601",ST MARYS SQ APTS                        ,               ,2015-08-05 15:36:00,2015-08-05 15:39:00,2015-08-05 15:33:00,0,15-0023781,745,Alarm system activation no fire - unintentional,C,5,-78.65088600036106,35.787463999722384
595992,"2506 S SAUNDERS ST RALEIGH, NC 27603",KANGAROO GAS RA                         ,               ,2015-08-02 23:23:00,2015-08-02 23:45:00,2015-08-02 23:20:00,0,15-0023465,131,Passenger vehicle fire,B,2,-78.6490679997705,35.74979699966435
595995,"8701 SOUTHAMPTON DR RALEIGH, NC 27601",NACKASHI                                ,               ,2015-08-03 18:42:00,2015-08-03 18:50:00,2015-08-03 18:37:00,0,15-9020646,743,Smoke detector activation no fire - unintentional,C,18,-78.67807699969484,35.906451999636396
595996,"6321 JOHNSDALE RD RALEIGH, NC 27601",                                        ,               ,2015-08-09 13:25:00,2015-08-09 13:38:00,2015-08-09 13:21:00,0,15-0024206,746,Carbon monoxide detector activation no CO,B,15,-78.59996699992719,35.86679500000429
595998,"118 S PERSON ST RALEIGH, NC 27601",VINTAGE CHURCH                          ,               ,2015-08-10 16:39:00,2015-08-10 16:44:00,2015-08-10 16:34:00,0,15-0024321,743,Smoke detector activation no fire - unintentional,C,3,-78.6349160000733,35.77880200026053
595999,"2151 GLASCOCK ST RALEIGH, NC 27601",THE MAGNOLIAS                           ,109,2015-08-25 09:44:00,2015-08-25 10:01:00,2015-08-25 09:41:00,0,15-0025955,510,Person in distress Other,A,7,-78.61051099982906,35.792716999746915
596000,"2308 KEITH DR RALEIGH, NC 27601",HUNTE RESIDENCE                         ,               ,2015-08-01 11:08:00,2015-08-01 11:10:00,2015-08-01 11:05:00,0,15-0023286,745,Alarm system activation no fire - unintentional,B,10,-78.61652600039389,35.74826199969861
596001,"712 GLENWOOD AVE RALEIGH, NC 27601",                                        ,               ,2015-08-27 22:23:00,2015-08-27 22:45:00,2015-08-27 22:10:00,0,15-0026250,551,Assist police or other governmental agency,B,1,-78.64704199966583,35.78934400029106
596002,"8512 SHADOW WOOD PL RALEIGH, NC 27601",                                        ,               ,2015-08-22 20:40:00,2015-08-22 20:42:00,2015-08-22 20:38:00,0,15-9022477,500,Service Call other,A,23,-78.71579400028548,35.89341500018917
596003,"316 FAYETTEVILLE ST RALEIGH, NC 27601",WAKE CO COURTHOUSE                      ,               ,2015-08-06 15:36:00,2015-08-06 15:41:00,2015-08-06 15:33:00,0,15-0023911,500,Service Call other,A,1,-78.63931100041431,35.77670700035192
596005,"4516 WELLINGTON DOWNS RALEIGH, NC 27601",                                        ,               ,2015-08-01 16:34:00,2015-08-01 16:53:00,2015-08-01 16:22:00,0,15-0023309,151,Outside rubbish trash or waste fire,C,17,-78.71018200012678,35.87156599972988
596007,"2101 HARROD ST RALEIGH, NC 27601",                                        ,               ,2015-08-20 20:01:00,2015-08-20 20:13:00,2015-08-20 19:56:00,0,15-0025425,730,System malfunction Other,B,11,-78.60311100011535,35.839968999857774
596010,"7405 NEW HAMPSHIRE CT RALEIGH, NC 27601",                                        ,               ,2015-08-16 18:42:00,2015-08-16 19:36:00,2015-08-16 18:37:00,0,15-0025001,511,Lock-out,B,15,-78.59613999984872,35.88218199986808
596011,"5171 GLENWOOD AVE RALEIGH, NC 27601",                                        ,               ,2015-08-04 16:46:00,2015-08-04 17:41:00,2015-08-04 16:42:00,1,15-0023687,131,Passenger vehicle fire,A,17,-78.69010899957604,35.84695400018835
596014,"6612 SIX FORKS RD RALEIGH, NC 27615",BUILDING BRIDGES                        ,               ,2015-08-04 22:15:00,2015-08-04 22:56:00,2015-08-04 22:09:00,0,15-0023723,520,Water problem Other,A,4,-78.64050499976749,35.87016100020319
596015,"405 WOLF VIEW DR RALEIGH, NC 27601",WOLF CREEK APTS                         ,               ,2015-08-10 03:52:00,2015-08-10 04:23:00,2015-08-10 03:46:00,0,15-0024274,700,False alarm or false call Other,B,8,-78.73385699972675,35.78530300005181
596016,"4431 NEW BERN AVE RALEIGH, NC 27601",WALMART RA                              ,               ,2015-08-02 04:36:00,2015-08-02 04:38:00,2015-08-02 04:31:00,0,15-0023384,622,No Incident found on arrival at dispatch address,C,21,-78.56201099986026,35.798565000167116
596017,"724 BRIGHTON RD RALEIGH, NC 27601",                                        ,               ,2015-08-24 14:52:00,2015-08-24 15:34:00,2015-08-24 14:48:00,0,15-0025849,412,Gas leak (natural gas or LPG),A,7,-78.60910900006344,35.7898119999861
596018,"2321 POOLE RD RALEIGH, NC 27601",                                        ,               ,2015-08-22 21:22:00,2015-08-22 21:25:00,2015-08-22 21:18:00,0,15-0025649,622,No Incident found on arrival at dispatch address,A,3,-78.60638099980187,35.774918000357324
596019,"1060 WILLIAM MOORE DR RALEIGH, NC 27601",NCSU VETERINARY COLLEGE                 ,               ,2015-08-06 11:09:00,2015-08-06 11:28:00,2015-08-06 11:04:00,0,15-0023885,745,Alarm system activation no fire - unintentional,C,8,-78.70508499962888,35.79891699972703
596021,"605 CURRITUCK DR RALEIGH, NC 27601",WILSON FREEZ                            ,               ,2015-08-23 22:01:00,2015-08-23 22:01:00,2015-08-23 21:56:00,0,15-0025777,730,System malfunction Other,C,9,-78.64710899961298,35.83659000000453
596022,"7444 CREEDMOOR RD RALEIGH, NC 27601",STEIN MART RA                           ,               ,2015-08-19 14:38:00,2015-08-19 14:42:00,2015-08-19 14:36:00,0,15-0025295,740,Unintentional transmission of alarm Other,C,18,-78.67956999969705,35.88735699983903
596023,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,               ,2015-08-20 21:25:00,2015-08-20 21:39:00,2015-08-20 21:21:00,0,15-0025434,733,Smoke detector activation due to malfunction,B,1,-78.64728400041348,35.786365999830295
596024,"8000 GLENWOOD AVE RALEIGH, NC 27601",SPANISH FOR FUN                         ,               ,2015-08-06 12:56:00,2015-08-06 13:13:00,2015-08-06 12:52:00,0,15-0023892,711,Municipal alarm system malicious false alarm,A,17,-78.72632099957059,35.87268599996153
